osmid,y,x,street_count,highway,ref,junction,railway,geometry
1224667658,53.2546522,-6.1285112,3,,,,,POINT (-6.1285112 53.2546522)
1224702251,53.3368747,-6.3050137,1,,,,,POINT (-6.3050137 53.3368747)
1226803564,53.2560993,-6.1353512,1,turning_circle,,,,POINT (-6.1353512 53.2560993)
1226803756,53.2552178,-6.1357404,1,turning_circle,,,,POINT (-6.1357404 53.2552178)
1227783430,53.2604127,-6.1277917,1,,,,,POINT (-6.1277917 53.2604127)
1227783477,53.2606648,-6.1270513,1,,,,,POINT (-6.1270513 53.2606648)
1227783520,53.2622728,-6.1266874,1,,,,,POINT (-6.1266874 53.2622728)
1227783853,53.2609712,-6.1275029,1,,,,,POINT (-6.1275029 53.2609712)
1227783866,53.260287,-6.12675,3,,,,,POINT (-6.12675 53.260287)
1227783887,53.2562668,-6.1308036,1,,,,,POINT (-6.1308036 53.2562668)
1227784072,53.2555156,-6.1327094,3,,,,,POINT (-6.1327094 53.2555156)
1227784088,53.2679459,-6.127433,1,,,,,POINT (-6.127433 53.2679459)
1227784110,53.2597889,-6.128388,3,,,,,POINT (-6.128388 53.2597889)
1227784148,53.2618275,-6.1262398,1,,,,,POINT (-6.1262398 53.2618275)
1227784338,53.2604149,-6.1293111,3,,,,,POINT (-6.1293111 53.2604149)
1227784344,53.2616285,-6.1197588,1,,,,,POINT (-6.1197588 53.2616285)
1227784649,53.2616369,-6.1158116,3,,,,,POINT (-6.1158116 53.2616369)
1227784661,53.2562568,-6.1320789,1,,,,,POINT (-6.1320789 53.2562568)
1227784707,53.2552271,-6.1329774,1,,,,,POINT (-6.1329774 53.2552271)
1227784897,53.255967,-6.1323201,3,,,,,POINT (-6.1323201 53.255967)
1227784930,53.2558194,-6.1296347,1,,,,,POINT (-6.1296347 53.2558194)
1227784985,53.2555643,-6.1327837,3,,,,,POINT (-6.1327837 53.2555643)
1227785112,53.2552514,-6.1328208,1,,,,,POINT (-6.1328208 53.2552514)
1227785140,53.2620249,-6.1264881,3,,,,,POINT (-6.1264881 53.2620249)
1228647136,53.4044322,-6.3105335,3,,,,,POINT (-6.3105335 53.4044322)
1230016398,53.3812405,-6.3208532,3,,,,,POINT (-6.3208532 53.3812405)
1230016400,53.3832758,-6.3208431,3,,,,,POINT (-6.3208431 53.3832758)
1230016403,53.3819772,-6.3214306,1,turning_circle,,,,POINT (-6.3214306 53.3819772)
1230016409,53.3818852,-6.3173202,1,turning_circle,,,,POINT (-6.3173202 53.3818852)
1230016413,53.3815543,-6.3192931,3,,,,,POINT (-6.3192931 53.3815543)
1230016418,53.3823158,-6.3203573,1,,,,,POINT (-6.3203573 53.3823158)
1230016431,53.3829023,-6.3180547,3,traffic_signals,,,,POINT (-6.3180547 53.3829023)
1230016432,53.3821183,-6.3184016,3,,,,,POINT (-6.3184016 53.3821183)
1230016459,53.3819352,-6.3186643,3,,,,,POINT (-6.3186643 53.3819352)
1230016469,53.3817065,-6.3208534,1,,,,,POINT (-6.3208534 53.3817065)
1230016490,53.3818132,-6.3204239,3,,,,,POINT (-6.3204239 53.3818132)
1230016500,53.3837621,-6.3204977,3,,,,,POINT (-6.3204977 53.3837621)
1230016509,53.3811272,-6.3195715,3,,,,,POINT (-6.3195715 53.3811272)
1230016517,53.3826657,-6.318401,3,,,,,POINT (-6.318401 53.3826657)
1230016519,53.3817191,-6.3190573,3,,,,,POINT (-6.3190573 53.3817191)
1230024554,53.3829456,-6.3139358,3,,,,,POINT (-6.3139358 53.3829456)
1230024565,53.3826351,-6.3177204,3,,,,,POINT (-6.3177204 53.3826351)
1230024566,53.3823842,-6.314609,1,,,,,POINT (-6.314609 53.3823842)
1230024568,53.3811218,-6.3158416,1,,,,,POINT (-6.3158416 53.3811218)
1230024569,53.3824223,-6.3116542,1,turning_circle,,,,POINT (-6.3116542 53.3824223)
1230024574,53.3827423,-6.3160206,3,,,,,POINT (-6.3160206 53.3827423)
1230024575,53.3805741,-6.313573,1,,,,,POINT (-6.313573 53.3805741)
1230024577,53.3832791,-6.3158337,3,,,,,POINT (-6.3158337 53.3832791)
1230024578,53.3817909,-6.3113155,1,turning_circle,,,,POINT (-6.3113155 53.3817909)
1230024579,53.3817909,-6.3134062,1,turning_circle,,,,POINT (-6.3134062 53.3817909)
1230024585,53.3816133,-6.3162492,1,turning_circle,,,,POINT (-6.3162492 53.3816133)
1230024586,53.3827416,-6.3158104,3,,,,,POINT (-6.3158104 53.3827416)
1230024591,53.3829929,-6.3120893,3,turning_circle,,,,POINT (-6.3120893 53.3829929)
1230024593,53.381176,-6.3123423,3,,,,,POINT (-6.3123423 53.381176)
1230024595,53.3835133,-6.313906,3,,,,,POINT (-6.313906 53.3835133)
1230024607,53.3821652,-6.3153339,3,,,,,POINT (-6.3153339 53.3821652)
1230024610,53.382921,-6.3143438,1,,,,,POINT (-6.3143438 53.382921)
1230024611,53.3817364,-6.3123357,3,,,,,POINT (-6.3123357 53.3817364)
1230024612,53.3811815,-6.3107967,3,,,,,POINT (-6.3107967 53.3811815)
1230024619,53.3816153,-6.3153538,4,,,,,POINT (-6.3153538 53.3816153)
1230024623,53.3834783,-6.3124055,1,turning_circle,,,,POINT (-6.3124055 53.3834783)
1230024626,53.3823937,-6.312556,3,,,,,POINT (-6.312556 53.3823937)
1230024627,53.3841691,-6.3155922,3,,,,,POINT (-6.3155922 53.3841691)
1230024635,53.3811202,-6.3153648,3,,,,,POINT (-6.3153648 53.3811202)
1230024637,53.382954,-6.3172623,3,,,,,POINT (-6.3172623 53.382954)
1230024639,53.3829259,-6.3125948,3,,,,,POINT (-6.3125948 53.3829259)
1230024641,53.3821678,-6.3160165,3,,,,,POINT (-6.3160165 53.3821678)
1230024644,53.3837515,-6.3138491,3,,,,,POINT (-6.3138491 53.3837515)
1234021711,53.2679831,-6.4157912,3,,,,,POINT (-6.4157912 53.2679831)
1234021778,53.2629885,-6.3593504,3,,,,,POINT (-6.3593504 53.2629885)
1238684363,53.3317758,-6.3058065,1,,,,,POINT (-6.3058065 53.3317758)
1245677649,53.2895246,-6.2359602,1,,,,,POINT (-6.2359602 53.2895246)
1252331341,53.2767217,-6.2905117,3,mini_roundabout,,,,POINT (-6.2905117 53.2767217)
1252331360,53.2791394,-6.2912915,3,,,,,POINT (-6.2912915 53.2791394)
1252331370,53.2778113,-6.2900892,3,,,,,POINT (-6.2900892 53.2778113)
1252331406,53.2777146,-6.290247,3,,,,,POINT (-6.290247 53.2777146)
1252331425,53.2778502,-6.2902567,3,,,,,POINT (-6.2902567 53.2778502)
1253815600,53.3374822,-6.2386122,1,,,,,POINT (-6.2386122 53.3374822)
1253825668,53.3370456,-6.2379529,1,,,,,POINT (-6.2379529 53.3370456)
1256953337,53.3958164,-6.4423773,3,,,,,POINT (-6.4423773 53.3958164)
1256953356,53.3927194,-6.4391074,3,,,,,POINT (-6.4391074 53.3927194)
1256959059,53.4138891,-6.4087241,3,,,,,POINT (-6.4087241 53.4138891)
1256959061,53.4139871,-6.408941,3,,,,,POINT (-6.408941 53.4139871)
1256959063,53.4137162,-6.4086815,3,,,,,POINT (-6.4086815 53.4137162)
1256959065,53.4136362,-6.409337,3,,,,,POINT (-6.409337 53.4136362)
1256959069,53.4138001,-6.4094131,3,,,,,POINT (-6.4094131 53.4138001)
1256959070,53.409103,-6.4098815,3,,,,,POINT (-6.4098815 53.409103)
1256959080,53.4091624,-6.4095697,3,,,,,POINT (-6.4095697 53.4091624)
1256959083,53.4139507,-6.4092671,3,,,,,POINT (-6.4092671 53.4139507)
1259427194,53.3886366,-6.2498025,1,,,,,POINT (-6.2498025 53.3886366)
1259427195,53.3897866,-6.2462404,3,traffic_signals,,,,POINT (-6.2462404 53.3897866)
1259427229,53.389112,-6.2576944,3,,,,,POINT (-6.2576944 53.389112)
1259427233,53.3897022,-6.2475622,3,,,,,POINT (-6.2475622 53.3897022)
1259434304,53.3896104,-6.2491437,3,,,,,POINT (-6.2491437 53.3896104)
1260107468,53.4149164,-6.3862847,3,,,,,POINT (-6.3862847 53.4149164)
1260107485,53.4163631,-6.3877585,3,,,,,POINT (-6.3877585 53.4163631)
1260107492,53.4166659,-6.387586,1,,,,,POINT (-6.387586 53.4166659)
1260107493,53.4152266,-6.3877517,3,,,,,POINT (-6.3877517 53.4152266)
1260107495,53.4148773,-6.3888015,3,,,,,POINT (-6.3888015 53.4148773)
1260107504,53.4157999,-6.389003,3,,,,,POINT (-6.389003 53.4157999)
1260107526,53.4152941,-6.3890504,1,,,,,POINT (-6.3890504 53.4152941)
1260107527,53.4158621,-6.387803,3,,,,,POINT (-6.387803 53.4158621)
1260107538,53.4158286,-6.3874964,3,,,,,POINT (-6.3874964 53.4158286)
1260107565,53.4161035,-6.3852149,1,,,,,POINT (-6.3852149 53.4161035)
1260107604,53.4153384,-6.3874709,3,,,,,POINT (-6.3874709 53.4153384)
1260107608,53.4161782,-6.3867631,3,,,,,POINT (-6.3867631 53.4161782)
1260107630,53.4154487,-6.3858004,3,,,,,POINT (-6.3858004 53.4154487)
1260107635,53.4152937,-6.38784,3,,,,,POINT (-6.38784 53.4152937)
1260107667,53.4159665,-6.3882676,1,turning_circle,,,,POINT (-6.3882676 53.4159665)
1260107670,53.4159134,-6.3877405,3,,,,,POINT (-6.3877405 53.4159134)
1260107698,53.416554,-6.3873917,3,,,,,POINT (-6.3873917 53.416554)
1260107708,53.4164409,-6.3865872,3,,,,,POINT (-6.3865872 53.4164409)
1260107711,53.4146611,-6.3879435,3,,,,,POINT (-6.3879435 53.4146611)
1260107718,53.4159967,-6.3857778,3,,,,,POINT (-6.3857778 53.4159967)
1260107721,53.4149842,-6.3892157,3,,,,,POINT (-6.3892157 53.4149842)
1260123330,53.4196782,-6.3892769,3,,,,,POINT (-6.3892769 53.4196782)
1260123337,53.4193827,-6.390543,3,,,,,POINT (-6.390543 53.4193827)
1260123341,53.4187835,-6.3906022,3,,,,,POINT (-6.3906022 53.4187835)
1260123354,53.4193551,-6.3896947,4,,,,,POINT (-6.3896947 53.4193551)
1260123361,53.4189486,-6.390072,3,,,,,POINT (-6.390072 53.4189486)
1260858631,53.3286102,-6.2490793,1,,,,,POINT (-6.2490793 53.3286102)
1260858669,53.3285055,-6.2488779,3,,,,,POINT (-6.2488779 53.3285055)
1260858684,53.3280943,-6.2464295,1,,,,,POINT (-6.2464295 53.3280943)
1260858711,53.3275077,-6.2463116,1,,,,,POINT (-6.2463116 53.3275077)
1260858713,53.3283109,-6.2484808,1,,,,,POINT (-6.2484808 53.3283109)
1260858724,53.3283253,-6.2461807,3,,,,,POINT (-6.2461807 53.3283253)
1260861238,53.327965,-6.2382455,1,,,,,POINT (-6.2382455 53.327965)
1260861251,53.3272066,-6.2406441,3,,,,,POINT (-6.2406441 53.3272066)
1260885026,53.337124,-6.2345101,3,traffic_signals,,,,POINT (-6.2345101 53.337124)
1261227677,53.3323049,-6.2354082,3,traffic_signals,,,,POINT (-6.2354082 53.3323049)
1261227681,53.3323976,-6.2354691,3,traffic_signals,,,,POINT (-6.2354691 53.3323976)
1261227683,53.3320513,-6.2358521,3,,,,,POINT (-6.2358521 53.3320513)
1261265326,53.327772,-6.2314645,1,,,,,POINT (-6.2314645 53.327772)
1261265563,53.3284533,-6.2318218,1,,,,,POINT (-6.2318218 53.3284533)
1261473405,53.3753134,-6.363729,4,traffic_signals,,,,POINT (-6.363729 53.3753134)
1261473432,53.3763091,-6.3627361,3,,,,,POINT (-6.3627361 53.3763091)
1261473433,53.375868,-6.3631274,3,,,,,POINT (-6.3631274 53.375868)
1261473464,53.3770188,-6.3621669,3,,,,,POINT (-6.3621669 53.3770188)
1261473467,53.3762296,-6.3587676,1,,,,,POINT (-6.3587676 53.3762296)
1261473469,53.3786584,-6.3615263,3,,,,,POINT (-6.3615263 53.3786584)
1261473500,53.3756213,-6.3633412,3,,,,,POINT (-6.3633412 53.3756213)
1261484528,53.3954422,-6.3320264,1,,,,,POINT (-6.3320264 53.3954422)
1261484560,53.3957236,-6.3289718,4,,,,,POINT (-6.3289718 53.3957236)
1261487992,53.3985076,-6.3148593,3,,,,,POINT (-6.3148593 53.3985076)
1261487997,53.3992005,-6.317272,1,mini_roundabout,,,,POINT (-6.317272 53.3992005)
1261488002,53.3973266,-6.3183237,1,mini_roundabout,,,,POINT (-6.3183237 53.3973266)
1261488007,53.4015843,-6.3115654,3,,,,,POINT (-6.3115654 53.4015843)
1261488009,53.4010286,-6.3122711,3,,,,,POINT (-6.3122711 53.4010286)
1261494716,53.3702084,-6.3267145,1,,,,,POINT (-6.3267145 53.3702084)
1261494717,53.371252,-6.3292887,3,traffic_signals,,,,POINT (-6.3292887 53.371252)
1261494718,53.3708589,-6.3281362,3,,,,,POINT (-6.3281362 53.3708589)
1261494719,53.3706868,-6.3282556,3,,,,,POINT (-6.3282556 53.3706868)
1261494720,53.3704816,-6.3283301,1,,,,,POINT (-6.3283301 53.3704816)
1261494724,53.3703554,-6.3271631,3,,,,,POINT (-6.3271631 53.3703554)
1261494725,53.3691347,-6.3278722,3,,,,,POINT (-6.3278722 53.3691347)
1262222399,53.3449335,-6.2360589,4,,,,,POINT (-6.2360589 53.3449335)
1262222402,53.3450912,-6.2381982,3,,,,,POINT (-6.2381982 53.3450912)
1262231868,53.3580075,-6.4275732,1,turning_circle,,,,POINT (-6.4275732 53.3580075)
1262231882,53.3598092,-6.4333499,3,,,,,POINT (-6.4333499 53.3598092)
1262231885,53.3578461,-6.4259786,3,,,,,POINT (-6.4259786 53.3578461)
1262231894,53.3580146,-6.4323688,3,,,,,POINT (-6.4323688 53.3580146)
1262231916,53.3585673,-6.4259172,3,,,,,POINT (-6.4259172 53.3585673)
1262231925,53.3585813,-6.4267336,1,turning_circle,,,,POINT (-6.4267336 53.3585813)
1262231927,53.3568769,-6.4291205,3,,,,,POINT (-6.4291205 53.3568769)
1262231929,53.3577288,-6.4331737,3,,,,,POINT (-6.4331737 53.3577288)
1262242492,53.3381697,-6.4534047,4,traffic_signals,,,,POINT (-6.4534047 53.3381697)
1262242495,53.3419194,-6.4524211,3,,,,,POINT (-6.4524211 53.3419194)
1262250761,53.337874,-6.4406455,1,turning_circle,,,,POINT (-6.4406455 53.337874)
1262250800,53.3379807,-6.4416148,3,,,,,POINT (-6.4416148 53.3379807)
1262250811,53.3319417,-6.4552652,3,,,,,POINT (-6.4552652 53.3319417)
1262255854,53.3495236,-6.4252913,3,,,,,POINT (-6.4252913 53.3495236)
1262664150,53.3769162,-6.361027,1,turning_circle,,,,POINT (-6.361027 53.3769162)
1262664160,53.3769081,-6.3588225,1,,,,,POINT (-6.3588225 53.3769081)
1262664163,53.3771922,-6.3608198,3,,,,,POINT (-6.3608198 53.3771922)
1263613855,53.3400997,-6.4150455,3,,,,,POINT (-6.4150455 53.3400997)
1263613872,53.3416494,-6.414169,3,,,,,POINT (-6.414169 53.3416494)
1263627485,53.3465662,-6.4332878,3,,,,,POINT (-6.4332878 53.3465662)
1263627559,53.3407525,-6.4316026,3,,,,,POINT (-6.4316026 53.3407525)
1263627564,53.3465574,-6.4335666,3,,,,,POINT (-6.4335666 53.3465574)
1263627592,53.3463865,-6.4333295,3,,,,,POINT (-6.4333295 53.3463865)
1263703740,53.350324,-6.4340122,3,,,,,POINT (-6.4340122 53.350324)
1263703759,53.3544833,-6.4236402,3,,,,,POINT (-6.4236402 53.3544833)
1263703761,53.3536636,-6.412239,3,,,,,POINT (-6.412239 53.3536636)
1263703816,53.3539386,-6.4155285,3,,,,,POINT (-6.4155285 53.3539386)
1263703844,53.3538175,-6.4154539,3,,,,,POINT (-6.4154539 53.3538175)
1263703893,53.35385,-6.4122483,3,,,,,POINT (-6.4122483 53.35385)
1263703953,53.3537808,-6.4120772,3,,,,,POINT (-6.4120772 53.3537808)
1263703963,53.3537549,-6.4123857,3,,,,,POINT (-6.4123857 53.3537549)
1263703966,53.3531206,-6.4272051,3,,,,,POINT (-6.4272051 53.3531206)
1263703981,53.3546292,-6.4216184,4,traffic_signals,,,,POINT (-6.4216184 53.3546292)
1263703998,53.3546479,-6.4210319,3,,,,,POINT (-6.4210319 53.3546479)
1263704006,53.3538679,-6.4152526,3,,,,,POINT (-6.4152526 53.3538679)
1263704049,53.349894,-6.4345386,1,mini_roundabout,,,,POINT (-6.4345386 53.349894)
1263757847,53.3479447,-6.4607736,3,,,,,POINT (-6.4607736 53.3479447)
1263757875,53.3468188,-6.4581303,3,,,,,POINT (-6.4581303 53.3468188)
1263757942,53.3479863,-6.4600216,3,,,,,POINT (-6.4600216 53.3479863)
1263758003,53.348935,-6.4629043,3,,,,,POINT (-6.4629043 53.348935)
1263758007,53.3322362,-6.4582061,1,,,,,POINT (-6.4582061 53.3322362)
1263758059,53.34809,-6.4623969,3,,,,,POINT (-6.4623969 53.34809)
1263758065,53.3477974,-6.4579002,3,,,,,POINT (-6.4579002 53.3477974)
1263758080,53.3469196,-6.4597414,4,,,,,POINT (-6.4597414 53.3469196)
1263758112,53.3480311,-6.4651999,3,,,,,POINT (-6.4651999 53.3480311)
1263758164,53.3458744,-6.4555588,4,traffic_signals,,,,POINT (-6.4555588 53.3458744)
1263758239,53.346003,-6.4582873,3,,,,,POINT (-6.4582873 53.346003)
1263758261,53.3464764,-6.4598153,1,,,,,POINT (-6.4598153 53.3464764)
1263758263,53.3486223,-6.4598713,3,,,,,POINT (-6.4598713 53.3486223)
1263758286,53.3484654,-6.4651138,4,,,,,POINT (-6.4651138 53.3484654)
1263758289,53.3479712,-6.460246,3,,,,,POINT (-6.460246 53.3479712)
1263758307,53.3482787,-6.4631025,3,,,,,POINT (-6.4631025 53.3482787)
1263796237,53.3445272,-6.4452054,3,,,,,POINT (-6.4452054 53.3445272)
1263796240,53.3426747,-6.4466876,3,,,,,POINT (-6.4466876 53.3426747)
1263796253,53.3420907,-6.4468703,1,turning_circle,,,,POINT (-6.4468703 53.3420907)
1263796331,53.3418872,-6.4474736,3,,,,,POINT (-6.4474736 53.3418872)
1263865219,53.3375707,-6.4542739,3,,,,,POINT (-6.4542739 53.3375707)
1263865258,53.3379112,-6.4611635,1,,,,,POINT (-6.4611635 53.3379112)
1263865263,53.3371767,-6.4553189,3,,,,,POINT (-6.4553189 53.3371767)
1263865264,53.3383127,-6.4626738,1,,,,,POINT (-6.4626738 53.3383127)
1263865285,53.3364045,-6.4543141,3,,,,,POINT (-6.4543141 53.3364045)
1263865325,53.3373311,-6.464096,3,,,,,POINT (-6.464096 53.3373311)
1263865351,53.3371785,-6.4633527,3,,,,,POINT (-6.4633527 53.3371785)
1263865397,53.3377664,-6.4597302,3,,,,,POINT (-6.4597302 53.3377664)
1263865399,53.3372587,-6.4662552,4,,,,,POINT (-6.4662552 53.3372587)
1263865429,53.3370868,-6.4545295,3,,,,,POINT (-6.4545295 53.3370868)
1263865463,53.3372172,-6.4623328,1,,,,,POINT (-6.4623328 53.3372172)
1263865497,53.3370137,-6.4612675,1,,,,,POINT (-6.4612675 53.3370137)
1263865522,53.3376303,-6.4620317,4,traffic_signals,,,,POINT (-6.4620317 53.3376303)
1263865526,53.3378462,-6.4554468,3,,,,,POINT (-6.4554468 53.3378462)
1263865544,53.3375604,-6.45716,3,,,,,POINT (-6.45716 53.3375604)
1263865546,53.3380085,-6.4644412,4,,,,,POINT (-6.4644412 53.3380085)
1263865586,53.3376726,-6.458458,3,crossing,,,,POINT (-6.458458 53.3376726)
1263865603,53.3381969,-6.4555156,3,,,,,POINT (-6.4555156 53.3381969)
1263865608,53.3361859,-6.4663698,3,,,,,POINT (-6.4663698 53.3361859)
1263865611,53.336579,-6.4557896,3,,,,,POINT (-6.4557896 53.336579)
1263865626,53.3380254,-6.4572888,3,,,,,POINT (-6.4572888 53.3380254)
1263865644,53.3370787,-6.4543844,3,,,,,POINT (-6.4543844 53.3370787)
1263865647,53.3374569,-6.4634488,3,,,,,POINT (-6.4634488 53.3374569)
1263865655,53.3375297,-6.4575022,3,,,,,POINT (-6.4575022 53.3375297)
1263865665,53.3370573,-6.4568662,3,,,,,POINT (-6.4568662 53.3370573)
1263865677,53.3379344,-6.465468,1,,,,,POINT (-6.465468 53.3379344)
1263865689,53.3366731,-6.4562138,3,,,,,POINT (-6.4562138 53.3366731)
1263865692,53.3376836,-6.4571857,3,,,,,POINT (-6.4571857 53.3376836)
1263865697,53.3381128,-6.4564108,3,,,,,POINT (-6.4564108 53.3381128)
1263865710,53.3377189,-6.4602752,3,,,,,POINT (-6.4602752 53.3377189)
1263870956,53.3359931,-6.4575265,3,,,,,POINT (-6.4575265 53.3359931)
1263936640,53.3488277,-6.4073135,3,,,,,POINT (-6.4073135 53.3488277)
1263936737,53.3486939,-6.4076,3,,,,,POINT (-6.4076 53.3486939)
1263957851,53.3364382,-6.437947,3,,,,,POINT (-6.437947 53.3364382)
1263957882,53.3412744,-6.4453831,1,,,,,POINT (-6.4453831 53.3412744)
1263957896,53.3358604,-6.4380321,3,,,,,POINT (-6.4380321 53.3358604)
1263957905,53.335921,-6.4390068,3,,,,,POINT (-6.4390068 53.335921)
1263957910,53.3358291,-6.4371774,1,turning_circle,,,,POINT (-6.4371774 53.3358291)
1263957927,53.3364273,-6.4389602,3,,,,,POINT (-6.4389602 53.3364273)
1263957951,53.3410528,-6.4449773,1,,,,,POINT (-6.4449773 53.3410528)
1263978025,53.3829347,-6.4089584,3,,,,,POINT (-6.4089584 53.3829347)
1264001275,53.3486564,-6.4072469,3,,,,,POINT (-6.4072469 53.3486564)
1264036808,53.3413486,-6.4120236,3,,,,,POINT (-6.4120236 53.3413486)
1264036835,53.3466633,-6.4160758,3,turning_circle,,,,POINT (-6.4160758 53.3466633)
1264062496,53.3383017,-6.4242361,3,,,,,POINT (-6.4242361 53.3383017)
1264062498,53.3391825,-6.4217899,3,,,,,POINT (-6.4217899 53.3391825)
1264062513,53.3392749,-6.4229525,3,,,,,POINT (-6.4229525 53.3392749)
1264062525,53.3398144,-6.4212912,3,,,,,POINT (-6.4212912 53.3398144)
1264062533,53.3401838,-6.4246842,3,,,,,POINT (-6.4246842 53.3401838)
1264062544,53.3386031,-6.4230959,3,,,,,POINT (-6.4230959 53.3386031)
1264105296,53.3485872,-6.4384408,3,,,,,POINT (-6.4384408 53.3485872)
1264105343,53.3491333,-6.4365402,3,,,,,POINT (-6.4365402 53.3491333)
1264105366,53.3486667,-6.4367278,1,,,,,POINT (-6.4367278 53.3486667)
1264105392,53.3494973,-6.4368179,1,,,,,POINT (-6.4368179 53.3494973)
1264116750,53.3559785,-6.4248142,3,,,,,POINT (-6.4248142 53.3559785)
1264116763,53.3551087,-6.4265868,3,,,,,POINT (-6.4265868 53.3551087)
1264116766,53.3566399,-6.4247203,1,turning_circle,,,,POINT (-6.4247203 53.3566399)
1264116767,53.3556523,-6.4225384,3,,,,,POINT (-6.4225384 53.3556523)
1264116774,53.3551589,-6.4236243,3,,,,,POINT (-6.4236243 53.3551589)
1264116786,53.3547149,-6.4233894,1,turning_circle,,,,POINT (-6.4233894 53.3547149)
1264116788,53.3548156,-6.4246042,3,,,,,POINT (-6.4246042 53.3548156)
1264116792,53.3562416,-6.4241087,3,,,,,POINT (-6.4241087 53.3562416)
1264116797,53.3564295,-6.4252861,1,turning_circle,,,,POINT (-6.4252861 53.3564295)
1264116803,53.3554237,-6.424969,3,,,,,POINT (-6.424969 53.3554237)
1264116808,53.3547509,-6.4273901,3,,,,,POINT (-6.4273901 53.3547509)
1264116814,53.3553367,-6.4256287,3,,,,,POINT (-6.4256287 53.3553367)
1264116820,53.3541175,-6.426547,1,turning_circle,,,,POINT (-6.426547 53.3541175)
1264116825,53.354419,-6.4244681,3,,,,,POINT (-6.4244681 53.354419)
1264145610,53.347934,-6.429432,1,turning_circle,,,,POINT (-6.429432 53.347934)
1264145620,53.3469901,-6.4248774,4,traffic_signals,,,,POINT (-6.4248774 53.3469901)
1264145624,53.3467441,-6.4285838,1,turning_circle,,,,POINT (-6.4285838 53.3467441)
1264145628,53.347506,-6.4297669,3,,,,,POINT (-6.4297669 53.347506)
1264145631,53.3470269,-6.4250646,4,traffic_signals,,,,POINT (-6.4250646 53.3470269)
1264145633,53.3466045,-6.4274272,3,,,,,POINT (-6.4274272 53.3466045)
1264185281,53.3467374,-6.4431971,3,,,,,POINT (-6.4431971 53.3467374)
1264276566,53.3381908,-6.4585242,1,,,,,POINT (-6.4585242 53.3381908)
1264276569,53.3382727,-6.4575659,1,,,,,POINT (-6.4575659 53.3382727)
1264276580,53.337764,-6.4563929,3,,,,,POINT (-6.4563929 53.337764)
1264276595,53.3375183,-6.4631474,3,,,,,POINT (-6.4631474 53.3375183)
1264298337,53.3468553,-6.458906,3,,,,,POINT (-6.458906 53.3468553)
1264884471,53.2702199,-6.2242859,1,,,,,POINT (-6.2242859 53.2702199)
1264884673,53.2706537,-6.2278933,3,,,,,POINT (-6.2278933 53.2706537)
1264884749,53.2698536,-6.2246612,3,,,,,POINT (-6.2246612 53.2698536)
1264884753,53.2705009,-6.2270959,3,,,,,POINT (-6.2270959 53.2705009)
1264965285,53.3686505,-6.1889454,3,,,,,POINT (-6.1889454 53.3686505)
1264965286,53.3678325,-6.1824667,3,,,,,POINT (-6.1824667 53.3678325)
1264965288,53.3681084,-6.1838996,3,,,,,POINT (-6.1838996 53.3681084)
1264965290,53.3682859,-6.184891,3,,,,,POINT (-6.184891 53.3682859)
1264982653,53.360672,-6.1958331,3,,,,,POINT (-6.1958331 53.360672)
1264982655,53.3697603,-6.1982531,3,,,,,POINT (-6.1982531 53.3697603)
1265025671,53.3973388,-6.2387868,3,,,,,POINT (-6.2387868 53.3973388)
1265025672,53.3970221,-6.2387185,3,motorway_junction,,,,POINT (-6.2387185 53.3970221)
1265025683,53.3913631,-6.2416284,3,,,,,POINT (-6.2416284 53.3913631)
1265025688,53.414499,-6.2244834,3,,,,,POINT (-6.2244834 53.414499)
1265109402,53.2925396,-6.2313258,2,,,,,POINT (-6.2313258 53.2925396)
1267301412,53.3424399,-6.2388034,3,,,,,POINT (-6.2388034 53.3424399)
1267467156,53.3581476,-6.2534842,3,,,,,POINT (-6.2534842 53.3581476)
1267523473,53.3522442,-6.4157619,3,,,,,POINT (-6.4157619 53.3522442)
1267523501,53.350345,-6.4157978,3,,,,,POINT (-6.4157978 53.350345)
1267523505,53.3539843,-6.4153444,3,,,,,POINT (-6.4153444 53.3539843)
1267523535,53.3510546,-6.416275,3,,,,,POINT (-6.416275 53.3510546)
1267523826,53.35066,-6.412546,1,,,,,POINT (-6.412546 53.35066)
1267523878,53.3508619,-6.4135961,3,,,,,POINT (-6.4135961 53.3508619)
1267523887,53.3518359,-6.4163077,3,,,,,POINT (-6.4163077 53.3518359)
1267523997,53.3513428,-6.4170289,3,,,,,POINT (-6.4170289 53.3513428)
1267524290,53.3503144,-6.4164536,3,,,,,POINT (-6.4164536 53.3503144)
1267524587,53.3526083,-6.4166344,3,,,,,POINT (-6.4166344 53.3526083)
1267524664,53.3517402,-6.414523,3,,,,,POINT (-6.414523 53.3517402)
1267524768,53.3527679,-6.4133359,3,,,,,POINT (-6.4133359 53.3527679)
1267524779,53.3524271,-6.413758,3,,,,,POINT (-6.413758 53.3524271)
1267540789,53.3543575,-6.417549,3,,,,,POINT (-6.417549 53.3543575)
1267540839,53.3529447,-6.4176375,1,,,,,POINT (-6.4176375 53.3529447)
1267596354,53.3576335,-6.4196332,3,,,,,POINT (-6.4196332 53.3576335)
1267596357,53.3576625,-6.4210472,3,,,,,POINT (-6.4210472 53.3576625)
1267596382,53.3579871,-6.4175802,3,,,,,POINT (-6.4175802 53.3579871)
1267596384,53.3566762,-6.4219784,3,,,,,POINT (-6.4219784 53.3566762)
1267596441,53.3559738,-6.4200986,3,,,,,POINT (-6.4200986 53.3559738)
