osmid,y,x,street_count,highway,ref,junction,railway,geometry
31906522,53.2927451,-6.228856,3,,,,,POINT (-6.228856 53.2927451)
31906535,53.2962135,-6.2199571,3,,,,,POINT (-6.2199571 53.2962135)
31906545,53.2992511,-6.2191362,4,traffic_signals,,,,POINT (-6.2191362 53.2992511)
31906550,53.300028,-6.2174845,3,,,,,POINT (-6.2174845 53.300028)
31906557,53.302643,-6.2110265,3,,,,,POINT (-6.2110265 53.302643)
31906577,53.299835,-6.2052566,3,,,,,POINT (-6.2052566 53.299835)
31906587,53.2966986,-6.2039367,4,,,,,POINT (-6.2039367 53.2966986)
31906593,53.2975561,-6.2006465,3,,,,,POINT (-6.2006465 53.2975561)
31906614,53.3007588,-6.1886746,3,traffic_signals,,,,POINT (-6.1886746 53.3007588)
31906618,53.3019127,-6.1843568,3,,,,,POINT (-6.1843568 53.3019127)
31906629,53.3024018,-6.1830629,4,,,,,POINT (-6.1830629 53.3024018)
31906631,53.3023278,-6.1825276,3,,,,,POINT (-6.1825276 53.3023278)
31906641,53.3019598,-6.1815469,4,traffic_signals,,,,POINT (-6.1815469 53.3019598)
31906677,53.2989762,-6.1743278,4,,,,,POINT (-6.1743278 53.2989762)
31906678,53.2985261,-6.1731371,3,,,,,POINT (-6.1731371 53.2985261)
31906684,53.2975976,-6.1712943,3,,,,,POINT (-6.1712943 53.2975976)
31906685,53.2974411,-6.1710193,4,traffic_signals,,,,POINT (-6.1710193 53.2974411)
31906702,53.2986142,-6.1704116,3,,,,,POINT (-6.1704116 53.2986142)
31906723,53.2973011,-6.1604386,3,,,,,POINT (-6.1604386 53.2973011)
31906725,53.296732,-6.1592718,3,,,,,POINT (-6.1592718 53.296732)
31906735,53.2948508,-6.1536993,3,,,,,POINT (-6.1536993 53.2948508)
31906744,53.294621,-6.151338,3,,,,,POINT (-6.151338 53.294621)
31906746,53.2946266,-6.1491223,3,,,,,POINT (-6.1491223 53.2946266)
31906750,53.2952544,-6.1478034,3,,,,,POINT (-6.1478034 53.2952544)
31906774,53.2961987,-6.1417017,3,,,,,POINT (-6.1417017 53.2961987)
31907416,53.2876544,-6.1186903,3,,,,,POINT (-6.1186903 53.2876544)
31907418,53.28743,-6.1177287,3,,,,,POINT (-6.1177287 53.28743)
31907446,53.2877538,-6.112543,4,,,,,POINT (-6.112543 53.2877538)
31907464,53.2857263,-6.113413,3,,,,,POINT (-6.113413 53.2857263)
31907473,53.2850475,-6.1093576,3,,,,,POINT (-6.1093576 53.2850475)
31907497,53.2804392,-6.1022026,3,,,,,POINT (-6.1022026 53.2804392)
31907498,53.2801284,-6.1020588,4,,,,,POINT (-6.1020588 53.2801284)
31907506,53.2778158,-6.1016454,2,,,,,POINT (-6.1016454 53.2778158)
31907523,53.2754908,-6.0996003,3,,,,,POINT (-6.0996003 53.2754908)
31907525,53.2754426,-6.0993505,3,,,,,POINT (-6.0993505 53.2754426)
31907528,53.2752983,-6.0988433,3,,,,,POINT (-6.0988433 53.2752983)
31907529,53.2749422,-6.0984664,3,,,,,POINT (-6.0984664 53.2749422)
31907530,53.2746135,-6.0981436,4,,,,,POINT (-6.0981436 53.2746135)
31907544,53.2714195,-6.0952015,3,,,,,POINT (-6.0952015 53.2714195)
31907590,53.2647115,-6.1148429,3,,,,,POINT (-6.1148429 53.2647115)
31907592,53.2646987,-6.1149887,3,,,,,POINT (-6.1149887 53.2646987)
31926043,53.3412761,-6.2127504,3,,,,,POINT (-6.2127504 53.3412761)
31926050,53.3411681,-6.2127356,3,,,,,POINT (-6.2127356 53.3411681)
31926065,53.3412118,-6.2134472,3,,,,,POINT (-6.2134472 53.3412118)
31926246,53.3368763,-6.2185267,3,,,,,POINT (-6.2185267 53.3368763)
31926600,53.3163113,-6.2050477,3,,,,,POINT (-6.2050477 53.3163113)
31926608,53.3161792,-6.2052814,3,,,,,POINT (-6.2052814 53.3161792)
31926643,53.3156162,-6.2043156,3,,,,,POINT (-6.2043156 53.3156162)
31926697,53.3116691,-6.2009275,3,,,,,POINT (-6.2009275 53.3116691)
31926750,53.3088484,-6.1964121,4,,,,,POINT (-6.1964121 53.3088484)
31926813,53.3042193,-6.1985149,3,,,,,POINT (-6.1985149 53.3042193)
31926866,53.3003797,-6.2016759,3,,,,,POINT (-6.2016759 53.3003797)
31926998,53.3578841,-6.2342077,3,,,,,POINT (-6.2342077 53.3578841)
31927010,53.2995279,-6.2050892,4,,,,,POINT (-6.2050892 53.2995279)
31931811,53.3424222,-6.2146796,1,,,,,POINT (-6.2146796 53.3424222)
31933770,53.3044302,-6.1867625,4,,,,,POINT (-6.1867625 53.3044302)
31933781,53.3024617,-6.1828975,4,,,,,POINT (-6.1828975 53.3024617)
31933797,53.3031655,-6.1842701,3,,,,,POINT (-6.1842701 53.3031655)
31935965,53.3899792,-6.3010383,3,traffic_signals,,,,POINT (-6.3010383 53.3899792)
31936571,53.3731575,-6.2214925,4,,,,,POINT (-6.2214925 53.3731575)
31936590,53.3739673,-6.2203594,3,,,,,POINT (-6.2203594 53.3739673)
31936591,53.374734,-6.2196101,3,,,,,POINT (-6.2196101 53.374734)
31936602,53.3773138,-6.2154624,3,,,,,POINT (-6.2154624 53.3773138)
31936622,53.3784154,-6.2131872,4,traffic_signals,,,,POINT (-6.2131872 53.3784154)
31937439,53.3729919,-6.0585705,3,,,,,POINT (-6.0585705 53.3729919)
31937493,53.3726902,-6.0583874,3,,,,,POINT (-6.0583874 53.3726902)
31937550,53.3719834,-6.057466,3,,,,,POINT (-6.057466 53.3719834)
31937689,53.3725854,-6.0584809,3,,,,,POINT (-6.0584809 53.3725854)
31937718,53.3722477,-6.0588378,3,,,,,POINT (-6.0588378 53.3722477)
32019249,53.3237742,-6.3346807,4,,,,,POINT (-6.3346807 53.3237742)
32019250,53.3239056,-6.3297719,3,,,,,POINT (-6.3297719 53.3239056)
32019322,53.3248343,-6.3210354,3,traffic_signals,,,,POINT (-6.3210354 53.3248343)
32019360,53.3252143,-6.317412,4,traffic_signals,,,,POINT (-6.317412 53.3252143)
32058269,53.3484736,-6.2798346,3,traffic_signals,,,,POINT (-6.2798346 53.3484736)
32176232,53.3383563,-6.2707238,4,,,,,POINT (-6.2707238 53.3383563)
32178622,53.3341862,-6.3284217,3,,,,,POINT (-6.3284217 53.3341862)
32233860,53.3394942,-6.2627923,2,,,,,POINT (-6.2627923 53.3394942)
32235616,53.3409687,-6.2623872,4,,,,,POINT (-6.2623872 53.3409687)
32236033,53.3419078,-6.259147,1,,,,,POINT (-6.259147 53.3419078)
32236375,53.3403092,-6.2639107,3,,,,,POINT (-6.2639107 53.3403092)
32236377,53.3405927,-6.2645248,4,,,,,POINT (-6.2645248 53.3405927)
32237862,53.3408408,-6.263396,3,,,,,POINT (-6.263396 53.3408408)
32334797,53.339727,-6.2467104,3,,,,,POINT (-6.2467104 53.339727)
32334885,53.3416095,-6.2487398,3,,,,,POINT (-6.2487398 53.3416095)
32334978,53.3387082,-6.2391062,3,,,,,POINT (-6.2391062 53.3387082)
32334980,53.3380933,-6.2369376,3,,,,,POINT (-6.2369376 53.3380933)
32334985,53.3372202,-6.2346616,4,traffic_signals,J54,yes,,POINT (-6.2346616 53.3372202)
32334993,53.3347311,-6.2322009,3,,,,,POINT (-6.2322009 53.3347311)
32335005,53.3363935,-6.2425773,4,traffic_signals,,,,POINT (-6.2425773 53.3363935)
32335006,53.3343833,-6.2456657,5,traffic_signals,,,,POINT (-6.2456657 53.3343833)
32335036,53.3361423,-6.238135,4,traffic_signals,J55,yes,,POINT (-6.238135 53.3361423)
32335038,53.3347221,-6.2370802,3,,,,,POINT (-6.2370802 53.3347221)
32335040,53.332199,-6.2353118,4,traffic_signals,,,,POINT (-6.2353118 53.332199)
32335041,53.3296419,-6.2322411,3,traffic_signals,,,,POINT (-6.2322411 53.3296419)
32335093,53.3291271,-6.2311284,3,,,,,POINT (-6.2311284 53.3291271)
32335095,53.3287157,-6.2300105,3,,,,,POINT (-6.2300105 53.3287157)
32335097,53.3278662,-6.2269364,3,traffic_signals,,,,POINT (-6.2269364 53.3278662)
32335099,53.3274575,-6.2256066,3,,,,,POINT (-6.2256066 53.3274575)
32335103,53.3265419,-6.224416,3,,,,,POINT (-6.224416 53.3265419)
32335104,53.3264411,-6.2243233,3,,,,,POINT (-6.2243233 53.3264411)
32335109,53.3245329,-6.2215888,3,,,,,POINT (-6.2215888 53.3245329)
32335116,53.3204578,-6.2154637,4,,,,,POINT (-6.2154637 53.3204578)
32335159,53.3369776,-6.2442121,3,,,,,POINT (-6.2442121 53.3369776)
32335171,53.3366391,-6.2432801,3,,,,,POINT (-6.2432801 53.3366391)
32335183,53.3367382,-6.2432797,3,,,,,POINT (-6.2432797 53.3367382)
32335188,53.3368213,-6.2442278,3,,,,,POINT (-6.2442278 53.3368213)
32335267,53.3362742,-6.2483123,3,,,,,POINT (-6.2483123 53.3362742)
32335269,53.3350576,-6.2465076,3,,,,,POINT (-6.2465076 53.3350576)
32335290,53.3340381,-6.2451835,4,traffic_signals,J56,yes,,POINT (-6.2451835 53.3340381)
32335403,53.3331677,-6.2432726,3,traffic_signals,,,,POINT (-6.2432726 53.3331677)
32335404,53.3329104,-6.2425718,3,,,,,POINT (-6.2425718 53.3329104)
32335409,53.3322905,-6.2376096,3,,,,,POINT (-6.2376096 53.3322905)
32335446,53.3378517,-6.2466536,3,,,,,POINT (-6.2466536 53.3378517)
32335456,53.3378122,-6.2465406,3,,,,,POINT (-6.2465406 53.3378122)
32335492,53.3389341,-6.2444031,3,,,,,POINT (-6.2444031 53.3389341)
32335628,53.3332696,-6.2494635,3,,,,,POINT (-6.2494635 53.3332696)
32335694,53.3339869,-6.2519222,3,,,,,POINT (-6.2519222 53.3339869)
32335861,53.3334125,-6.2473001,3,,,,,POINT (-6.2473001 53.3334125)
32335995,53.3299483,-6.2633962,3,,,,,POINT (-6.2633962 53.3299483)
32336030,53.3296485,-6.2701903,3,,,,,POINT (-6.2701903 53.3296485)
32336034,53.3295075,-6.2755716,4,,J60,yes,,POINT (-6.2755716 53.3295075)
32336038,53.3300685,-6.2807552,3,,,,,POINT (-6.2807552 53.3300685)
32336039,53.3301884,-6.281645,3,,,,,POINT (-6.281645 53.3301884)
32336040,53.330511,-6.2840747,4,traffic_signals,,,,POINT (-6.2840747 53.330511)
32336041,53.3310794,-6.2879746,3,,,,,POINT (-6.2879746 53.3310794)
32336045,53.3318733,-6.2927579,3,,,,,POINT (-6.2927579 53.3318733)
32336047,53.3318592,-6.2938475,4,,,,,POINT (-6.2938475 53.3318592)
32336151,53.3325354,-6.2950543,3,,,,,POINT (-6.2950543 53.3325354)
32336152,53.3331512,-6.2970409,3,,,,,POINT (-6.2970409 53.3331512)
32336190,53.3343184,-6.3003297,3,,,,,POINT (-6.3003297 53.3343184)
32336196,53.3364918,-6.3061506,3,,,,,POINT (-6.3061506 53.3364918)
32336203,53.3383685,-6.3081148,3,,,,,POINT (-6.3081148 53.3383685)
32336206,53.3394194,-6.3077299,4,,J63,yes,,POINT (-6.3077299 53.3394194)
32341389,53.2947084,-6.1688684,3,traffic_signals,,,,POINT (-6.1688684 53.2947084)
32341549,53.2962996,-6.1699593,4,traffic_signals,,,,POINT (-6.1699593 53.2962996)
32341550,53.2958475,-6.169879,3,,,,,POINT (-6.169879 53.2958475)
32341551,53.295572,-6.1697777,3,,,,,POINT (-6.1697777 53.295572)
32341594,53.2937257,-6.1675463,3,,,,,POINT (-6.1675463 53.2937257)
32341595,53.2929732,-6.1670315,3,,,,,POINT (-6.1670315 53.2929732)
32341669,53.291587,-6.1665236,4,,,,,POINT (-6.1665236 53.291587)
32341671,53.2910745,-6.1665709,3,,,,,POINT (-6.1665709 53.2910745)
32341672,53.2907972,-6.1666307,3,,,,,POINT (-6.1666307 53.2907972)
32341687,53.2879542,-6.168346,3,,,,,POINT (-6.168346 53.2879542)
32341697,53.2858347,-6.1670858,3,,,,,POINT (-6.1670858 53.2858347)
32341700,53.2836807,-6.1663472,3,,,,,POINT (-6.1663472 53.2836807)
32341705,53.2783846,-6.163762,4,,,,,POINT (-6.163762 53.2783846)
32341721,53.2736492,-6.1615887,3,,,,,POINT (-6.1615887 53.2736492)
32341724,53.2698432,-6.1596571,3,,,,,POINT (-6.1596571 53.2698432)
32341729,53.2671468,-6.1584063,3,,,,,POINT (-6.1584063 53.2671468)
32341731,53.2668172,-6.1583635,3,,,,,POINT (-6.1583635 53.2668172)
32341735,53.2649712,-6.1596889,3,traffic_signals,,,,POINT (-6.1596889 53.2649712)
32341781,53.2661212,-6.1586002,4,,,,,POINT (-6.1586002 53.2661212)
32434948,53.3899013,-6.1931598,3,,,,,POINT (-6.1931598 53.3899013)
32434952,53.3892965,-6.1925009,3,mini_roundabout,,,,POINT (-6.1925009 53.3892965)
32434954,53.3889102,-6.1934536,3,,,,,POINT (-6.1934536 53.3889102)
32434961,53.3879341,-6.1949157,3,,,,,POINT (-6.1949157 53.3879341)
32434967,53.3759325,-6.1890769,3,mini_roundabout,,,,POINT (-6.1890769 53.3759325)
32434972,53.3751967,-6.1847691,3,mini_roundabout,,,,POINT (-6.1847691 53.3751967)
32434977,53.3753018,-6.1805606,3,mini_roundabout,,,,POINT (-6.1805606 53.3753018)
32434983,53.3753459,-6.1790845,3,mini_roundabout,,,,POINT (-6.1790845 53.3753459)
32434986,53.3760689,-6.1790288,3,,,,,POINT (-6.1790288 53.3760689)
32434987,53.3778881,-6.179757,3,,,,,POINT (-6.179757 53.3778881)
32434990,53.3767255,-6.1773216,4,mini_roundabout,,,,POINT (-6.1773216 53.3767255)
32435415,53.3798082,-6.189934,3,mini_roundabout,,,,POINT (-6.189934 53.3798082)
32435420,53.381414,-6.1865102,4,mini_roundabout,,,,POINT (-6.1865102 53.381414)
32435421,53.3821175,-6.1859521,4,,,,,POINT (-6.1859521 53.3821175)
32435455,53.387564,-6.1974525,3,,,,,POINT (-6.1974525 53.387564)
32435456,53.3868781,-6.196165,3,,,,,POINT (-6.196165 53.3868781)
32435457,53.3863006,-6.1950441,4,,,,,POINT (-6.1950441 53.3863006)
32435458,53.385528,-6.1961341,3,turning_circle,,,,POINT (-6.1961341 53.385528)
32435459,53.3860244,-6.1954118,3,,,,,POINT (-6.1954118 53.3860244)
32435460,53.3848239,-6.1946959,3,,,,,POINT (-6.1946959 53.3848239)
32435461,53.3845214,-6.1942319,3,,,,,POINT (-6.1942319 53.3845214)
32435462,53.38462,-6.1935291,3,,,,,POINT (-6.1935291 53.38462)
32435465,53.3804273,-6.1607134,3,,,,,POINT (-6.1607134 53.3804273)
32435467,53.3813918,-6.1611546,4,mini_roundabout,,,,POINT (-6.1611546 53.3813918)
32435471,53.3828432,-6.165833,3,,,,,POINT (-6.165833 53.3828432)
32435472,53.3835393,-6.1654392,3,,,,,POINT (-6.1654392 53.3835393)
32435474,53.3841645,-6.1652815,3,,,,,POINT (-6.1652815 53.3841645)
32435487,53.3834856,-6.1594614,3,,,,,POINT (-6.1594614 53.3834856)
32435488,53.3833048,-6.1580289,3,,,,,POINT (-6.1580289 53.3833048)
32435489,53.3832218,-6.1574295,3,,,,,POINT (-6.1574295 53.3832218)
32435490,53.3843111,-6.1574546,3,,,,,POINT (-6.1574546 53.3843111)
32435492,53.3864057,-6.1574104,3,mini_roundabout,,,,POINT (-6.1574104 53.3864057)
32435494,53.386496,-6.1560291,3,mini_roundabout,,,,POINT (-6.1560291 53.386496)
32435499,53.3834886,-6.1507554,3,,,,,POINT (-6.1507554 53.3834886)
32435500,53.3834337,-6.1505406,3,,,,,POINT (-6.1505406 53.3834337)
32435501,53.3832932,-6.1506465,3,,,,,POINT (-6.1506465 53.3832932)
32435502,53.3833518,-6.1508574,3,,,,,POINT (-6.1508574 53.3833518)
32435506,53.3820066,-6.1594736,3,,,,,POINT (-6.1594736 53.3820066)
32435509,53.3809797,-6.1651443,4,mini_roundabout,,,,POINT (-6.1651443 53.3809797)
32435517,53.3803078,-6.1723556,3,,,,,POINT (-6.1723556 53.3803078)
32435520,53.3838785,-6.1835795,3,traffic_signals,,,,POINT (-6.1835795 53.3838785)
32435522,53.3827533,-6.1799696,3,,,,,POINT (-6.1799696 53.3827533)
32435525,53.3831158,-6.1798817,3,,,,,POINT (-6.1798817 53.3831158)
32435532,53.388143,-6.1822553,3,,,,,POINT (-6.1822553 53.388143)
32436415,53.3776865,-6.180826,3,,,,,POINT (-6.180826 53.3776865)
32436417,53.3803393,-6.1750967,4,traffic_signals,,,,POINT (-6.1750967 53.3803393)
32436418,53.3788955,-6.1756691,3,traffic_signals,,,,POINT (-6.1756691 53.3788955)
32436420,53.3796816,-6.175026,3,,,,,POINT (-6.175026 53.3796816)
32436421,53.3829248,-6.176188,3,traffic_signals,,,,POINT (-6.176188 53.3829248)
32436427,53.382747,-6.1788252,3,,,,,POINT (-6.1788252 53.382747)
32436432,53.3949545,-6.295058,3,,,,,POINT (-6.295058 53.3949545)
32436439,53.3785279,-6.1745505,3,,,,,POINT (-6.1745505 53.3785279)
32436440,53.37729,-6.1795017,3,,,,,POINT (-6.1795017 53.37729)
32471781,53.3355003,-6.2402799,3,,,,,POINT (-6.2402799 53.3355003)
32471790,53.336417,-6.2372267,3,,,,,POINT (-6.2372267 53.336417)
32471791,53.336795,-6.2359768,3,,,,,POINT (-6.2359768 53.336795)
32472083,53.3373227,-6.2315445,3,,,,,POINT (-6.2315445 53.3373227)
32472084,53.3373929,-6.2304343,3,,,,,POINT (-6.2304343 53.3373929)
32472089,53.3377518,-6.2253643,3,,,,,POINT (-6.2253643 53.3377518)
32475150,53.3374225,-6.2400932,3,,,,,POINT (-6.2400932 53.3374225)
32475486,53.3386564,-6.2997445,3,,,,,POINT (-6.2997445 53.3386564)
32475489,53.3371358,-6.299141,3,,,,,POINT (-6.299141 53.3371358)
32475491,53.3364886,-6.2989909,3,,,,,POINT (-6.2989909 53.3364886)
32475492,53.3364708,-6.2988791,3,,,,,POINT (-6.2988791 53.3364708)
32475493,53.3363473,-6.2988171,3,,,,,POINT (-6.2988171 53.3363473)
32475512,53.335818,-6.296932,3,,,,,POINT (-6.296932 53.335818)
32475514,53.3353039,-6.2947708,3,,,,,POINT (-6.2947708 53.3353039)
32475515,53.3349909,-6.293529,3,,,,,POINT (-6.293529 53.3349909)
32475555,53.3315146,-6.2836477,4,traffic_signals,,,,POINT (-6.2836477 53.3315146)
32475557,53.3332641,-6.2910184,3,,,,,POINT (-6.2910184 53.3332641)
32475578,53.3321888,-6.2735176,4,,,,,POINT (-6.2735176 53.3321888)
32475580,53.3322706,-6.2718749,3,,,,,POINT (-6.2718749 53.3322706)
32475584,53.332465,-6.2683155,4,traffic_signals,,,,POINT (-6.2683155 53.332465)
32475585,53.3325285,-6.266928,4,,,,,POINT (-6.266928 53.3325285)
32525706,53.4010819,-6.2647147,4,traffic_signals,,,,POINT (-6.2647147 53.4010819)
32525709,53.4067188,-6.3001125,3,,,,,POINT (-6.3001125 53.4067188)
32526436,53.4544249,-6.2176781,3,,,,,POINT (-6.2176781 53.4544249)
32526438,53.4544989,-6.2179327,3,,,,,POINT (-6.2179327 53.4544989)
32526550,53.4538809,-6.2147714,3,traffic_signals,,,,POINT (-6.2147714 53.4538809)
32529240,53.3473149,-6.2908025,3,,,,,POINT (-6.2908025 53.3473149)
32529244,53.3616889,-6.2594999,3,,,,,POINT (-6.2594999 53.3616889)
32529250,53.3642637,-6.271861,3,,,,,POINT (-6.271861 53.3642637)
32532796,53.3041077,-6.2819011,3,,,,,POINT (-6.2819011 53.3041077)
32532800,53.3039993,-6.27837,3,,,,,POINT (-6.27837 53.3039993)
32532805,53.3034412,-6.2711729,4,traffic_signals,,,,POINT (-6.2711729 53.3034412)
32532806,53.3031679,-6.2700251,3,,,,,POINT (-6.2700251 53.3031679)
32532809,53.3025292,-6.2672741,3,traffic_signals,,,,POINT (-6.2672741 53.3025292)
32533151,53.3023228,-6.2664902,3,,,,,POINT (-6.2664902 53.3023228)
32533152,53.3020544,-6.2658948,3,,,,,POINT (-6.2658948 53.3020544)
32533153,53.3016565,-6.2651526,3,,,,,POINT (-6.2651526 53.3016565)
32533154,53.3010997,-6.2640577,3,,,,,POINT (-6.2640577 53.3010997)
32533155,53.3005337,-6.2629442,3,,,,,POINT (-6.2629442 53.3005337)
32533156,53.3000056,-6.2619053,3,,,,,POINT (-6.2619053 53.3000056)
32533159,53.2988497,-6.2599958,3,,,,,POINT (-6.2599958 53.2988497)
32533171,53.2957058,-6.2586603,3,,,,,POINT (-6.2586603 53.2957058)
32533173,53.2955181,-6.2578442,3,,,,,POINT (-6.2578442 53.2955181)
32533174,53.2949867,-6.2549634,4,traffic_signals,,,,POINT (-6.2549634 53.2949867)
32533176,53.2944418,-6.2519647,4,,,,,POINT (-6.2519647 53.2944418)
32533177,53.2942313,-6.2507818,3,,,,,POINT (-6.2507818 53.2942313)
32533178,53.2941878,-6.2505374,3,,,,,POINT (-6.2505374 53.2941878)
32533181,53.2937364,-6.2480097,3,traffic_signals,,,,POINT (-6.2480097 53.2937364)
34402092,53.3445875,-6.4517868,4,traffic_signals,,,,POINT (-6.4517868 53.3445875)
34402167,53.3411505,-6.4526214,3,,,,,POINT (-6.4526214 53.3411505)
34402171,53.3369815,-6.4537912,3,,,,,POINT (-6.4537912 53.3369815)
34402182,53.3337584,-6.4550951,3,,,,,POINT (-6.4550951 53.3337584)
34402247,53.3209106,-6.4594314,3,,,,,POINT (-6.4594314 53.3209106)
34402434,53.2968945,-6.4933102,3,,,,,POINT (-6.4933102 53.2968945)
34402459,53.2938887,-6.480931,3,,,,,POINT (-6.480931 53.2938887)
34403455,53.2993667,-6.5070257,3,,,,,POINT (-6.5070257 53.2993667)
35888631,53.3939303,-6.4081799,1,turning_circle,,,,POINT (-6.4081799 53.3939303)
35888848,53.3959956,-6.4087416,3,,,,,POINT (-6.4087416 53.3959956)
35888849,53.3962762,-6.4093034,1,turning_circle,,,,POINT (-6.4093034 53.3962762)
35888850,53.3957987,-6.4098465,1,turning_circle,,,,POINT (-6.4098465 53.3957987)
36313879,53.3392323,-6.2693023,3,,,,,POINT (-6.2693023 53.3392323)
36530380,53.3590227,-6.1961912,3,traffic_signals,,,,POINT (-6.1961912 53.3590227)
36564299,53.371723,-6.2025157,3,,,,,POINT (-6.2025157 53.371723)
36564913,53.3667439,-6.1829867,3,,,,,POINT (-6.1829867 53.3667439)
36564922,53.3643651,-6.1763612,3,traffic_signals,,,,POINT (-6.1763612 53.3643651)
38411053,53.4594688,-6.2523865,3,,,,,POINT (-6.2523865 53.4594688)
38411054,53.4596641,-6.2523786,3,,,,,POINT (-6.2523786 53.4596641)
38411056,53.459569,-6.252223,3,,,,,POINT (-6.252223 53.459569)
38411058,53.4586658,-6.2522534,3,,,,,POINT (-6.2522534 53.4586658)
38411059,53.4585078,-6.2523633,3,,,,,POINT (-6.2523633 53.4585078)
38411062,53.4585053,-6.2331503,3,,,,,POINT (-6.2331503 53.4585053)
38411790,53.459085,-6.2229234,2,,,,,POINT (-6.2229234 53.459085)
38411808,53.4588941,-6.2425714,1,,,,,POINT (-6.2425714 53.4588941)
38411820,53.4579897,-6.2375955,3,,,,,POINT (-6.2375955 53.4579897)
38411836,53.4575971,-6.2361139,1,,,,,POINT (-6.2361139 53.4575971)
38411862,53.4604678,-6.2522027,3,,,,,POINT (-6.2522027 53.4604678)
38411867,53.4633813,-6.2518829,3,,,,,POINT (-6.2518829 53.4633813)
38411873,53.4626448,-6.2520982,3,,,,,POINT (-6.2520982 53.4626448)
38411888,53.45976,-6.2492676,3,,,,,POINT (-6.2492676 53.45976)
38411894,53.4600103,-6.2460999,3,,,,,POINT (-6.2460999 53.4600103)
38411895,53.4598169,-6.2445928,3,,,,,POINT (-6.2445928 53.4598169)
38411898,53.4633888,-6.2525298,1,turning_circle,,,,POINT (-6.2525298 53.4633888)
38463681,53.4902984,-6.19622,3,,,,,POINT (-6.19622 53.4902984)
38463685,53.4901993,-6.1963068,3,,,,,POINT (-6.1963068 53.4901993)
38463690,53.4948847,-6.1946091,3,,,,,POINT (-6.1946091 53.4948847)
38463698,53.5027002,-6.1931951,3,,,,,POINT (-6.1931951 53.5027002)
38463701,53.5050012,-6.1942548,3,,,,,POINT (-6.1942548 53.5050012)
38463704,53.5063287,-6.1938443,3,,,,,POINT (-6.1938443 53.5063287)
38463708,53.5082684,-6.1928072,3,,,,,POINT (-6.1928072 53.5082684)
38463737,53.5330141,-6.1951389,3,,,,,POINT (-6.1951389 53.5330141)
38463750,53.5489246,-6.2077472,3,,,,,POINT (-6.2077472 53.5489246)
38463783,53.572619,-6.2070959,3,,,,,POINT (-6.2070959 53.572619)
38463793,53.5768612,-6.2021959,3,,,,,POINT (-6.2021959 53.5768612)
38463845,53.6032647,-6.1849781,3,,,,,POINT (-6.1849781 53.6032647)
38463847,53.6034966,-6.1848393,3,,,,,POINT (-6.1848393 53.6034966)
38463850,53.6032422,-6.1843926,3,,,,,POINT (-6.1843926 53.6032422)
38463866,53.606518,-6.18372,3,traffic_signals,,,,POINT (-6.18372 53.606518)
38463872,53.6098907,-6.1836525,4,,,,,POINT (-6.1836525 53.6098907)
38463879,53.6105644,-6.1846193,3,,,,,POINT (-6.1846193 53.6105644)
38463883,53.6118825,-6.1870922,3,,,,,POINT (-6.1870922 53.6118825)
38463886,53.6124442,-6.1880312,3,,,,,POINT (-6.1880312 53.6124442)
38463895,53.6150389,-6.1911321,3,traffic_signals,,,,POINT (-6.1911321 53.6150389)
38463899,53.6170738,-6.1939042,4,,,,,POINT (-6.1939042 53.6170738)
38463903,53.6191204,-6.1966181,3,,,,,POINT (-6.1966181 53.6191204)
38463909,53.6184238,-6.1996191,3,,,,,POINT (-6.1996191 53.6184238)
38463915,53.6171386,-6.2086915,3,,,,,POINT (-6.2086915 53.6171386)
38463933,53.6156777,-6.2225081,3,,,,,POINT (-6.2225081 53.6156777)
38463991,53.6190248,-6.2254591,3,,,,,POINT (-6.2254591 53.6190248)
38464003,53.6162575,-6.1968428,4,,,,,POINT (-6.1968428 53.6162575)
38464010,53.6146559,-6.2043461,3,,,,,POINT (-6.2043461 53.6146559)
38464023,53.6133668,-6.2088394,3,,,,,POINT (-6.2088394 53.6133668)
38464027,53.6034166,-6.1843885,3,,,,,POINT (-6.1843885 53.6034166)
38464028,53.6031828,-6.184878,3,,,,,POINT (-6.184878 53.6031828)
38464029,53.6035047,-6.1845402,3,,,,,POINT (-6.1845402 53.6035047)
38464033,53.502086,-6.1931842,3,,,,,POINT (-6.1931842 53.502086)
38487597,53.4138927,-6.3875424,3,,,,,POINT (-6.3875424 53.4138927)
38487600,53.4139704,-6.3872991,3,,,,,POINT (-6.3872991 53.4139704)
38487609,53.4134551,-6.3869738,3,,,,,POINT (-6.3869738 53.4134551)
38487613,53.4141489,-6.3875737,3,,,,,POINT (-6.3875737 53.4141489)
38487625,53.4149464,-6.3898222,3,,,,,POINT (-6.3898222 53.4149464)
38487627,53.4151541,-6.3895379,3,,,,,POINT (-6.3895379 53.4151541)
38487763,53.4160528,-6.383722,3,,,,,POINT (-6.383722 53.4160528)
38487781,53.4162405,-6.3844202,3,,,,,POINT (-6.3844202 53.4162405)
38559220,53.418558,-6.1415385,3,,,,,POINT (-6.1415385 53.418558)
38559235,53.4192878,-6.1409766,1,,,,,POINT (-6.1409766 53.4192878)
38559240,53.4371474,-6.1380278,3,,,,,POINT (-6.1380278 53.4371474)
38559288,53.4396406,-6.1372704,1,,,,,POINT (-6.1372704 53.4396406)
38559338,53.4375943,-6.131878,3,,,,,POINT (-6.131878 53.4375943)
38559530,53.4206817,-6.1379784,3,,,,,POINT (-6.1379784 53.4206817)
38563005,53.6187114,-6.1963879,1,,,,,POINT (-6.1963879 53.6187114)
